id,startdate,submitdate,lastpage,treatment,willingnessjobrec1,willingnessjobrec2,paffect1,paffect2,paffect3,paffect4,paffect5,paffect6,naffect1,naffect2,naffect3,naffect4,naffect5,naffect6,turnover1,turnover2,turnover3,prosocialimpact1,prosocialimpact2,prosocialimpact3,manipulationcheck,taskvariety1,taskvariety2,taskvariety3,taskvariety4,taskvariety5,taskanalyz1,taskanalyz2,taskanalyz3,taskanalyz4,attention1,autonomy1,autonomy2,autonomy3,beneficiaries1,beneficiaries2,attention2,manager,gender,yearbirth,educator,sector,subsector,atwork,duration_treatment_general,duration_treatment_prosocial,duration_treatment_societal
317,2017-12-13T18:17:48Z,2017-12-13T18:27:46Z,11,3,5,2,7,7,6,6,5,6,2,1,2,2,3,1,6,2,3,6,7,7,2,3,2,2,2,2,4,4,2,,3,6,6,5,7,6,1,0,1,1989,1,1,5,1,,168.64,
318,2017-12-13T18:33:54Z,2017-12-13T18:43:12Z,11,2,4,2,6,6,6,6,6,6,1,1,1,1,1,1,7,1,1,7,7,6,1,3,2,1,3,2,3,3,3,4,3,7,7,7,7,7,7,0,1,1973,1,3,1,1,231.72,,
319,2017-12-13T18:35:24Z,2017-12-13T18:42:10Z,11,3,4,2,7,7,7,7,7,7,1,1,1,1,1,1,7,2,2,7,7,7,1,4,5,4,4,5,4,5,4,4,3,5,5,5,6,6,1,2,1,1979,1,1,1,1,,155.67,
320,2017-12-13T18:47:20Z,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2017-12-13T18:51:40Z,2017-12-13T19:38:53Z,11,1,3,4,6,5,5,4,4,4,3,2,3,2,3,2,3,7,4,6,6,6,,5,5,4,4,4,5,5,5,3,3,4,4,4,5,6,1,0,0,1986,1,2,3,1,,,
322,2017-12-13T18:53:26Z,2017-12-13T18:58:03Z,11,2,3,3,7,6,7,7,7,7,1,1,1,1,4,1,7,1,1,7,7,7,1,2,2,2,3,3,3,5,4,4,3,7,7,7,7,7,1,0,0,1983,1,1,3,0,119.77,,
323,2017-12-13T19:09:05Z,2017-12-13T19:17:53Z,11,4,5,1,7,7,7,7,7,7,1,1,1,1,1,1,7,1,1,7,7,7,2,3,2,2,1,4,5,5,5,5,3,5,5,5,7,7,1,0,1,1961,1,1,1,1,,,189.95
324,2017-12-13T19:27:07Z,2017-12-13T19:45:20Z,11,2,5,1,6,6,,5,5,6,1,7,1,1,1,1,7,1,1,7,7,7,1,3,4,4,3,3,4,4,5,4,3,5,5,5,6,6,1,0,1,1944,1,1,1,1,541.53,,
325,2017-12-13T19:31:37Z,2017-12-13T19:38:36Z,11,2,3,3,5,5,5,5,5,5,3,2,2,2,1,1,3,6,6,5,5,6,1,1,2,2,2,2,3,3,3,4,3,6,6,6,7,7,1,0,1,1969,1,3,1,0,177.2,,
326,2017-12-13T19:44:37Z,2017-12-13T19:52:29Z,11,2,4,1,7,7,7,7,,7,1,1,1,1,1,1,7,1,1,7,7,7,1,3,3,3,4,4,4,5,3,4,3,7,7,7,7,7,1,2,0,1951,1,1,3,0,199.43,,
327,2017-12-13T19:52:34Z,2017-12-13T19:55:08Z,11,2,3,3,6,6,6,6,6,6,2,2,2,2,2,2,6,,2,3,3,3,1,4,4,4,4,,4,2,4,4,3,6,6,6,2,2,1,0,0,1988,0,2,3,1,53.46,,
328,2017-12-13T20:01:51Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,2017-12-13T20:12:07Z,2017-12-13T20:17:16Z,11,4,3,2,6,6,6,6,5,5,2,1,1,1,1,1,3,6,6,6,6,6,3,4,4,4,4,3,3,2,3,4,3,3,3,3,5,6,2,5,0,1992,1,1,3,1,,,160.19
330,2017-12-13T20:22:04Z,2017-12-13T20:27:20Z,11,3,4,2,1,6,6,6,5,6,1,1,1,5,1,1,2,3,6,5,5,5,2,4,4,4,3,4,3,4,4,4,3,6,6,5,5,5,1,0,1,1995,0,1,3,0,,154.03,
331,2017-12-13T21:11:35Z,2017-12-13T21:16:48Z,11,4,4,2,7,7,7,7,6,7,1,1,1,1,1,1,5,2,6,6,6,6,3,3,3,4,3,4,4,4,4,4,3,5,5,5,6,6,1,0,1,1992,1,1,2,0,,,122.12
332,2017-12-13T21:16:10Z,2017-12-13T21:17:27Z,11,1,1,2,5,,6,7,6,7,2,4,2,7,3,2,7,3,5,7,4,7,,3,4,3,3,1,2,4,1,2,2,6,5,7,6,7,4,6,0,1987,0,1,3,0,,,
333,2017-12-13T21:31:31Z,2017-12-13T21:42:03Z,11,3,2,4,6,6,6,5,4,5,2,2,,2,2,2,4,5,6,6,6,6,2,4,4,4,3,4,3,3,4,3,3,5,5,5,6,6,1,6,0,1979,1,1,3,1,,323.4,
334,2017-12-13T21:47:22Z,2017-12-13T21:58:24Z,11,4,4,1,7,7,7,6,6,6,1,1,1,1,1,1,7,1,1,6,7,7,3,4,3,3,3,4,5,5,5,5,3,5,5,5,6,6,1,3,0,1980,0,3,0,1,,,360.28
335,2017-12-13T21:51:42Z,2017-12-13T21:57:53Z,11,2,5,1,6,6,6,6,6,6,1,1,1,1,1,1,7,1,1,7,7,7,1,4,5,4,5,5,5,5,5,5,3,5,6,5,7,7,1,0,0,1962,1,1,3,0,156.04,,
336,2017-12-13T22:05:59Z,2017-12-13T22:10:39Z,11,1,3,2,2,3,4,2,4,2,6,4,4,5,4,5,2,6,6,5,5,6,,2,2,2,2,3,4,3,3,3,3,2,2,2,7,7,1,0,0,1980,1,1,1,1,,,
337,2017-12-13T22:28:16Z,2017-12-13T22:31:40Z,11,3,5,1,6,1,6,6,6,6,1,1,1,1,,1,7,1,1,7,7,7,2,1,1,1,1,1,4,4,4,4,3,7,7,7,6,6,1,0,1,1995,0,1,0,0,,66.14,
338,2017-12-13T22:35:50Z,2017-12-13T22:39:09Z,11,1,4,1,5,5,5,5,5,5,3,3,3,3,3,3,6,2,1,6,6,6,,3,2,2,3,3,3,3,3,3,3,7,7,7,6,6,1,0,1,1971,1,2,3,0,,,
339,2017-12-13T22:39:05Z,2017-12-13T22:59:19Z,11,4,3,3,6,6,2,,5,6,,2,2,1,1,6,6,1,1,6,6,6,3,2,2,2,2,2,4,4,3,4,3,3,5,5,6,6,1,0,1,1978,1,1,2,0,,,233.21
340,2017-12-13T23:06:25Z,2017-12-13T23:15:46Z,11,3,4,2,6,6,6,6,6,6,1,1,1,1,1,1,4,5,7,6,7,5,2,4,4,5,4,4,5,5,5,5,3,6,7,6,6,7,1,0,1,1987,0,1,3,1,,166.54,
341,2017-12-13T23:21:04Z,,9,4,4,2,6,7,7,,6,7,1,1,1,1,1,1,1,2,1,7,7,7,3,2,3,3,3,3,4,5,4,4,3,5,5,5,7,7,1,0,,,,,,,,,174.55
342,2017-12-13T23:25:00Z,2017-12-13T23:27:39Z,11,4,5,1,6,6,7,7,6,7,1,1,1,1,1,1,7,1,1,7,7,7,3,3,2,3,3,2,4,4,4,4,3,7,7,7,7,7,1,0,1,1982,1,1,3,1,,,41.55
343,2017-12-13T23:40:01Z,2017-12-13T23:44:43Z,11,3,3,2,4,6,6,5,5,5,2,2,1,2,1,2,1,6,6,6,6,6,3,4,4,4,3,3,2,2,3,2,3,5,5,5,2,2,1,0,0,1993,0,3,0,0,,86.94,
344,2017-12-13T23:40:26Z,2017-12-13T23:50:30Z,11,2,3,3,5,6,5,5,4,5,1,1,1,1,1,1,3,5,6,7,7,7,1,3,3,3,3,3,2,4,5,4,3,7,7,7,5,3,1,0,0,1971,1,1,1,0,264.85,,
345,2017-12-13T23:44:56Z,,8,2,3,3,5,6,5,5,3,6,1,1,5,5,1,5,1,3,1,5,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,457.27,,
346,2017-12-13T23:46:07Z,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2017-12-13T23:51:18Z,2017-12-13T23:56:08Z,11,1,2,2,5,6,5,5,5,2,5,1,3,1,2,2,2,5,7,7,7,7,,1,1,1,1,1,4,4,2,3,3,5,5,5,7,7,1,1,1,1990,1,1,4,1,,,
348,2017-12-14T00:00:44Z,2017-12-14T00:08:31Z,11,2,5,1,5,4,5,4,4,6,2,1,1,1,1,1,6,2,5,6,6,6,1,4,4,4,4,4,3,3,4,3,3,5,5,5,7,7,1,0,1,1994,1,1,3,1,69.53,,
349,2017-12-14T00:16:21Z,2017-12-14T00:19:17Z,11,1,4,2,6,5,6,5,6,6,3,3,3,3,3,3,5,3,6,6,6,6,,2,3,3,3,2,3,3,3,4,3,5,5,4,5,5,1,0,1,1992,1,3,1,1,,,
350,2017-12-14T00:18:03Z,2017-12-14T00:21:40Z,11,2,2,4,6,6,6,6,5,6,2,2,2,2,2,2,2,6,6,3,3,3,1,2,2,2,2,2,3,3,3,2,3,5,5,5,5,5,1,0,0,1982,1,1,3,0,62.27,,
351,2017-12-14T00:29:56Z,2017-12-14T00:35:04Z,11,1,1,4,6,6,6,6,6,6,2,2,2,2,2,4,1,7,7,6,6,6,,3,3,3,3,3,2,2,2,2,3,2,2,2,6,6,1,0,0,1972,0,3,0,1,,,
352,2017-12-14T00:32:23Z,2017-12-14T00:37:46Z,11,4,5,1,6,5,6,5,4,5,2,2,2,2,1,2,6,1,2,6,6,6,3,3,4,4,4,3,4,4,3,4,3,6,6,6,7,7,1,0,0,1978,1,1,3,0,,,107.81
353,2017-12-14T01:44:12Z,2017-12-14T01:51:55Z,11,3,3,3,7,6,7,7,7,7,1,1,1,1,1,1,2,6,6,7,6,7,2,3,3,3,3,2,4,5,4,4,3,7,6,7,6,7,1,0,1,1954,1,3,3,0,,200.57,
354,2017-12-14T01:47:09Z,2017-12-14T01:56:56Z,11,4,4,3,5,6,7,6,2,5,1,1,1,2,1,1,7,2,1,6,6,6,3,1,3,1,1,1,3,3,3,3,3,6,7,7,7,7,1,0,1,1965,0,2,0,0,,,166.74
355,2017-12-14T02:16:29Z,2017-12-14T02:23:12Z,11,3,4,1,6,6,6,6,5,6,1,1,1,1,1,1,6,2,5,7,7,7,2,2,3,3,2,2,3,3,2,2,3,6,6,7,7,5,1,0,0,1978,1,1,1,0,,106.26,
356,2017-12-14T02:43:31Z,2017-12-14T02:48:19Z,11,3,2,4,2,2,2,2,2,2,7,7,7,7,7,7,2,7,7,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,3,3,2,2,7,3,1,1984,1,3,5,0,,82.75,
357,2017-12-14T03:44:54Z,2017-12-14T03:47:50Z,11,1,4,2,6,6,6,6,6,6,2,1,2,2,2,2,6,5,6,6,6,6,,5,4,5,5,5,5,5,5,5,3,6,6,6,6,6,1,1,1,1970,0,1,0,0,,,
358,2017-12-14T03:57:47Z,2017-12-14T04:09:02Z,11,2,3,4,5,6,6,6,5,6,3,3,3,1,1,2,6,3,3,6,7,6,1,4,3,4,4,5,4,4,4,5,3,5,5,5,7,7,1,1,1,1979,1,1,1,0,259.61,,
359,2017-12-14T04:19:56Z,2017-12-14T04:29:41Z,11,4,3,2,5,,6,6,6,5,1,1,1,1,1,1,6,2,2,6,6,6,3,4,3,3,3,1,4,4,3,4,3,5,5,6,3,3,1,0,0,1975,1,1,2,0,,,172.72
360,2017-12-14T04:36:04Z,2017-12-14T04:50:51Z,11,2,5,1,6,6,6,6,6,6,1,2,1,3,1,1,7,2,5,7,7,7,2,4,4,4,4,4,5,5,5,5,3,3,3,5,7,7,1,0,1,1969,1,1,2,0,265.02,,
361,2017-12-14T05:18:48Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,2017-12-14T05:44:36Z,2017-12-14T05:53:39Z,11,2,2,4,5,5,5,5,4,5,2,1,2,2,1,1,7,3,1,7,7,7,1,3,2,3,3,2,4,4,3,3,3,6,6,6,7,7,1,0,1,1988,1,4,3,0,205.71,,
363,2017-12-14T05:54:05Z,2017-12-14T05:59:51Z,11,3,3,2,1,1,1,1,1,1,7,7,5,7,5,4,5,3,5,5,5,6,2,4,3,3,4,4,4,3,4,3,3,3,5,4,5,5,1,1,1,1982,1,1,1,0,,129.93,
364,2017-12-14T07:54:49Z,2017-12-14T08:10:58Z,11,4,5,1,7,7,7,7,7,6,1,1,1,1,1,1,7,1,1,4,4,4,3,1,1,1,1,2,1,5,5,3,3,7,7,7,7,7,1,0,1,1986,1,2,4,0,,,414.96
365,2017-12-14T11:43:34Z,2017-12-14T11:50:32Z,11,2,4,2,5,5,5,4,2,5,1,1,1,1,1,1,6,1,1,6,6,6,2,3,4,3,4,4,3,4,4,5,3,6,6,5,5,5,1,0,1,1988,1,1,1,0,172.72,,
366,2017-12-14T12:06:47Z,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,2017-12-14T12:17:20Z,2017-12-14T12:25:46Z,11,2,5,1,6,6,6,6,5,6,1,1,1,2,3,1,5,2,4,4,6,5,2,3,4,4,4,4,5,4,3,4,3,5,5,5,5,5,1,0,1,1980,0,1,0,0,207.85,,
368,2017-12-14T12:28:33Z,2017-12-14T12:32:19Z,11,1,4,2,6,7,6,7,1,7,1,1,1,1,2,1,7,2,2,6,6,6,,3,2,3,3,3,5,5,5,5,3,6,6,6,6,7,1,2,1,1956,1,1,3,0,,,
369,2017-12-14T16:31:38Z,2017-12-14T16:38:21Z,11,1,2,4,7,6,6,6,6,5,2,2,2,3,5,2,1,7,7,6,6,2,,4,5,5,4,5,4,4,4,4,3,5,5,5,2,2,1,0,1,1988,0,3,3,1,,,
370,2017-12-14T16:52:16Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,2017-12-14T17:12:45Z,2017-12-14T17:17:20Z,11,2,4,2,5,5,5,5,5,5,3,3,3,3,5,3,3,5,5,6,5,6,1,2,2,2,2,4,4,3,3,4,3,6,6,6,7,7,1,0,1,1988,1,1,3,0,103.36,,
372,2017-12-14T17:26:26Z,2017-12-14T17:31:49Z,11,4,3,3,4,4,4,4,4,5,2,1,2,4,1,1,4,4,3,5,5,5,3,3,3,3,3,3,3,3,3,4,3,5,5,5,5,5,1,0,1,1981,0,3,0,0,,,97.4
373,2017-12-14T18:45:10Z,2017-12-14T18:52:38Z,11,4,5,1,7,7,7,7,6,6,1,1,1,1,1,1,6,1,2,7,7,7,3,2,2,2,2,2,4,4,4,4,3,6,6,6,7,7,1,0,1,1983,1,3,5,0,,,202.16
374,2017-12-14T19:07:40Z,2017-12-14T19:10:42Z,11,2,4,3,4,4,4,4,4,4,4,4,4,4,2,2,6,2,4,5,5,5,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,0,0,1974,1,1,2,1,51.95,,
375,2017-12-14T19:08:02Z,2017-12-14T19:19:41Z,11,2,4,2,5,5,5,5,5,5,,3,1,2,1,2,2,2,2,6,6,7,1,3,3,3,2,3,4,5,4,5,3,6,5,6,5,5,5,0,1,1975,1,1,3,0,351.12,,
376,2017-12-14T19:31:43Z,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2017-12-14T19:42:57Z,2017-12-14T19:47:25Z,11,2,5,1,7,7,6,6,5,7,1,2,2,2,1,2,4,2,3,5,6,7,1,3,2,1,1,4,4,5,4,4,3,5,6,7,4,5,1,0,0,1991,1,1,2,1,104.86,,
378,2017-12-14T20:12:28Z,2017-12-14T20:19:07Z,11,4,4,2,5,6,5,5,5,5,3,3,3,,3,3,7,1,2,5,5,5,1,3,3,3,3,2,4,4,4,4,3,6,5,4,1,2,1,4,1,1981,1,3,5,1,,,105.33
379,2017-12-14T22:14:40Z,2017-12-14T22:23:22Z,11,2,2,2,2,1,2,2,1,3,6,6,5,7,5,6,4,5,5,3,2,2,1,3,2,2,2,3,1,2,3,3,3,4,5,5,2,3,1,4,1,1977,0,1,3,1,214.17,,
380,2017-12-14T22:23:25Z,2017-12-14T22:34:40Z,11,3,3,3,7,6,6,6,6,6,2,1,1,1,1,1,7,3,4,6,6,6,2,5,5,4,4,4,3,4,4,4,3,5,5,5,7,5,1,0,1,1985,1,1,1,1,,340.11,
381,2017-12-14T23:18:16Z,2017-12-14T23:23:11Z,11,1,5,2,5,3,5,3,2,5,4,4,3,1,4,3,1,1,1,5,5,5,,3,3,2,3,2,4,4,4,3,3,6,5,5,6,6,1,0,0,1984,1,1,3,1,,,
382,2017-12-14T23:20:31Z,2017-12-14T23:27:21Z,11,1,4,2,5,6,6,6,5,6,1,1,1,1,1,1,5,5,3,7,7,7,,4,3,3,3,3,4,5,5,4,3,5,6,5,6,6,1,0,1,1975,1,1,1,1,,,
383,2017-12-15T00:07:48Z,2017-12-15T00:09:39Z,11,1,4,4,6,6,4,7,5,6,1,1,1,1,1,1,6,5,6,6,6,5,,,4,4,3,3,4,4,3,4,3,6,5,5,4,5,6,0,0,1986,0,3,4,0,,,
384,2017-12-15T00:37:59Z,2017-12-15T00:41:01Z,11,1,2,4,2,2,,3,3,2,5,6,6,6,7,7,7,6,7,2,2,1,,,2,2,3,2,2,1,2,1,3,4,3,4,1,1,7,0,1,1976,1,1,2,0,,,
385,2017-12-15T02:26:31Z,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,2017-12-15T02:34:21Z,2017-12-15T02:43:41Z,11,3,4,2,5,2,5,5,5,5,2,2,2,5,2,2,6,5,5,6,6,6,2,3,3,3,3,3,3,3,4,3,3,5,5,5,5,6,7,0,1,1959,1,3,5,1,,147.91,
387,2017-12-15T03:04:42Z,2017-12-15T03:10:27Z,11,2,3,3,5,5,4,5,4,6,2,2,3,2,1,2,4,4,3,6,6,6,1,2,2,3,3,3,2,3,2,3,3,5,5,5,6,6,1,1,0,1988,1,1,2,0,86.73,,
388,2017-12-15T08:33:37Z,2017-12-15T08:42:10Z,11,3,4,1,5,5,5,4,4,4,1,1,2,2,1,1,5,3,4,6,6,6,2,3,3,3,3,3,3,4,3,3,3,4,4,5,7,7,7,0,0,1989,1,3,2,0,,318.38,
389,2017-12-15T09:15:18Z,2017-12-15T09:21:33Z,11,3,5,1,5,6,5,6,5,5,2,2,2,2,2,1,7,1,2,7,7,7,3,5,5,5,5,5,4,5,4,5,3,6,7,6,7,7,1,0,1,1988,1,3,1,1,,110.71,
390,2017-12-15T09:52:27Z,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,2017-12-15T12:37:34Z,2017-12-15T12:43:31Z,11,3,5,2,7,7,7,6,5,7,2,2,1,1,1,1,7,2,2,7,7,7,2,3,3,3,3,3,3,5,5,4,3,7,7,7,7,7,1,0,1,1976,0,3,3,0,,108.94,
392,2017-12-15T12:49:50Z,2017-12-15T12:59:35Z,11,4,4,2,6,6,6,5,4,5,1,1,1,1,1,1,7,1,1,7,7,7,2,3,3,3,3,3,4,4,4,4,3,6,6,6,7,7,1,0,1,1984,0,3,4,1,,,196.24
393,2017-12-15T13:12:56Z,2017-12-15T13:17:01Z,11,1,5,1,6,6,6,6,4,6,2,1,2,2,1,1,2,2,1,7,7,7,,3,3,3,3,4,4,5,3,4,3,6,5,6,7,7,1,1,1,1956,1,1,1,0,,,
394,2017-12-15T13:24:30Z,2017-12-15T13:28:30Z,11,1,4,2,6,6,6,6,6,6,2,2,2,2,2,2,6,4,4,7,7,7,,3,4,3,4,4,5,5,5,4,3,5,7,6,7,7,1,0,1,1981,1,1,2,0,,,
395,2017-12-15T14:08:07Z,2017-12-15T14:12:13Z,11,1,2,4,7,7,7,6,5,7,2,2,2,2,1,1,2,7,7,7,7,7,,4,4,4,4,4,4,4,4,4,3,6,6,6,7,7,1,1,1,1971,0,2,0,0,,,
396,2017-12-15T14:44:32Z,2017-12-15T14:54:41Z,11,3,4,2,6,6,5,5,5,7,2,1,2,2,3,1,7,1,1,7,7,7,2,4,4,5,5,5,4,2,4,3,3,1,2,1,1,7,1,0,1,1987,0,3,0,1,,166.36,
397,2017-12-15T14:47:17Z,2017-12-15T14:52:27Z,11,4,5,1,6,5,5,6,5,6,2,1,1,1,1,1,7,1,1,7,7,7,3,3,3,3,3,3,4,4,4,4,3,6,6,6,6,6,1,1,1,1979,0,2,3,1,,,116.27
398,2017-12-15T14:56:52Z,2017-12-15T15:10:22Z,11,4,5,1,7,7,7,7,4,7,1,1,1,1,1,1,6,1,4,7,7,7,1,3,4,4,5,4,4,5,5,4,3,4,4,4,7,7,1,0,0,1995,1,2,1,0,,,551.31
399,2017-12-15T15:04:45Z,2017-12-15T15:07:48Z,11,1,4,2,6,6,6,6,5,6,1,1,1,1,1,1,6,2,2,6,6,6,,3,3,3,3,3,4,4,4,4,3,5,5,5,6,6,1,2,1,1982,1,3,5,0,,,
400,2017-12-15T15:06:00Z,2017-12-15T15:16:22Z,11,2,4,2,6,6,6,6,4,7,1,1,1,1,1,1,6,5,3,7,7,7,1,2,5,5,5,3,4,1,4,4,3,7,7,7,7,7,1,0,1,1980,1,1,1,0,236.04,,
401,2017-12-15T16:03:00Z,2017-12-15T16:09:18Z,11,4,4,2,5,1,7,5,5,4,3,1,1,4,2,4,1,4,7,5,6,5,3,3,4,4,4,4,4,4,4,4,3,5,6,5,7,7,1,0,1,1983,1,1,2,0,,,161.3
402,2017-12-15T16:45:06Z,2017-12-15T16:58:23Z,11,2,3,3,5,5,5,4,4,5,1,1,2,1,1,1,4,5,4,5,5,5,1,4,4,4,4,4,4,4,5,4,3,2,1,2,7,7,1,0,1,1980,0,1,3,0,368.32,,
403,2017-12-15T16:56:46Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,2017-12-15T17:03:50Z,2017-12-15T17:09:05Z,11,4,1,5,4,2,2,3,2,2,6,6,5,7,2,6,2,7,7,6,6,6,3,1,1,1,1,2,3,3,2,3,3,3,2,2,6,7,1,2,1,1986,1,1,1,0,,,131.39
405,2017-12-15T17:24:35Z,2017-12-15T17:32:40Z,11,2,4,2,6,6,5,6,6,5,2,1,2,2,1,2,5,2,3,6,6,6,2,4,4,4,4,4,4,4,4,4,3,6,5,5,5,5,1,1,1,1986,0,3,5,0,154.06,,
406,2017-12-15T17:49:12Z,2017-12-15T17:52:52Z,11,2,4,1,7,6,5,5,,5,1,1,1,1,1,1,7,1,1,7,7,7,1,3,2,2,5,4,4,5,3,5,3,7,7,7,7,7,1,0,1,1988,1,1,3,0,71.62,,
407,2017-12-15T18:00:21Z,2017-12-15T18:03:36Z,11,1,4,1,6,6,6,6,6,1,6,1,1,1,1,1,5,1,7,6,6,7,,4,4,4,4,4,4,4,4,4,3,6,6,6,7,7,1,0,0,1979,1,1,2,1,,,
408,2017-12-15T18:30:47Z,2017-12-15T18:33:46Z,11,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,2,1,1,1,1,1,3,3,3,3,3,7,7,5,5,5,1,3,1,1989,1,1,5,0,49.02,,
409,2017-12-15T19:40:14Z,2017-12-15T19:46:39Z,11,4,4,2,6,6,6,6,6,6,2,2,2,2,2,2,5,2,3,6,6,6,3,3,3,3,3,3,2,3,2,2,3,5,5,6,7,7,7,0,0,1972,1,2,4,1,,,167.87
410,2017-12-15T20:15:33Z,2017-12-15T20:20:45Z,11,2,5,2,5,6,6,5,5,6,1,1,1,1,1,1,7,1,1,5,7,5,1,4,5,4,5,5,5,5,5,4,3,6,5,6,7,7,1,0,1,1976,0,3,0,0,99.76,,
411,2017-12-15T20:20:56Z,2017-12-15T20:25:52Z,11,1,4,3,6,6,6,5,5,2,2,2,2,1,3,2,5,2,4,6,6,5,,3,2,4,,3,4,4,3,4,3,5,6,5,6,3,1,0,0,1984,1,1,3,1,,,
412,2017-12-15T20:44:24Z,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,2017-12-15T20:52:32Z,2017-12-15T21:09:03Z,11,4,5,1,7,2,7,6,3,6,2,4,3,6,2,4,6,5,6,5,4,5,3,4,3,4,3,3,4,2,4,3,3,6,5,6,4,5,1,2,0,1992,1,1,5,1,,,183.3
414,2017-12-15T20:54:16Z,2017-12-15T21:01:30Z,11,1,4,2,6,6,6,6,5,6,1,1,1,1,1,1,7,2,2,6,6,6,,4,3,3,4,4,5,5,5,4,3,5,6,6,7,7,1,0,0,1952,0,3,0,0,,,
415,2017-12-15T21:11:11Z,2017-12-15T21:18:57Z,11,2,1,5,5,5,5,5,4,5,5,1,3,4,1,2,1,7,5,7,6,7,1,3,4,4,3,2,4,5,3,3,3,2,2,2,7,7,1,1,1,1987,1,1,1,1,129.05,,
416,2017-12-15T21:16:08Z,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,2017-12-15T22:37:30Z,2017-12-15T22:44:08Z,11,4,5,5,7,7,7,7,7,7,1,1,1,1,1,1,7,1,1,7,7,7,3,3,2,4,3,2,4,2,2,5,3,6,4,5,7,6,5,1,0,1975,1,3,5,0,,,154.6
418,2017-12-15T23:45:49Z,2017-12-15T23:56:14Z,11,1,4,2,5,5,5,4,2,5,2,1,2,2,1,1,7,2,1,7,7,5,,2,3,3,3,2,2,4,2,3,3,5,5,5,2,4,1,0,0,1985,1,1,4,0,,,
419,2017-12-16T00:29:24Z,2017-12-16T00:48:27Z,11,4,4,2,6,5,5,6,5,5,1,2,1,2,1,1,6,3,6,6,6,6,2,3,3,2,3,3,4,3,3,3,3,6,6,6,4,4,1,2,1,1991,1,1,1,0,,,230.22
420,2017-12-16T00:37:49Z,2017-12-16T00:43:19Z,11,4,5,1,5,5,6,5,4,7,3,1,2,2,1,1,6,1,1,5,5,7,3,2,2,2,2,2,2,4,2,4,3,7,7,7,4,4,1,0,0,1990,0,1,3,0,,,88.66
421,2017-12-16T01:06:36Z,2017-12-16T01:13:28Z,11,4,3,1,6,6,6,6,5,6,2,2,2,2,2,2,2,6,6,5,6,6,3,3,3,3,3,3,4,1,3,3,3,2,2,3,5,5,1,0,1,1994,0,3,0,0,,,180.6
422,2017-12-16T01:08:29Z,2017-12-16T01:13:18Z,11,3,4,2,6,6,6,5,5,5,2,2,2,2,2,2,6,2,2,6,6,6,2,2,2,2,3,3,4,5,3,4,3,6,6,6,6,6,1,0,0,1966,1,1,3,0,,115.76,
423,2017-12-16T01:42:39Z,2017-12-16T01:49:10Z,11,4,4,1,6,7,6,7,7,2,2,2,2,3,2,3,1,1,1,7,7,7,3,4,3,3,3,4,4,,4,4,3,6,6,6,6,6,1,0,1,1966,1,2,1,1,,,220.95
424,2017-12-16T02:51:31Z,2017-12-16T02:55:36Z,11,3,4,2,5,5,5,5,4,5,5,2,2,5,1,3,7,1,1,6,6,6,2,3,3,3,3,3,4,4,3,4,3,6,7,7,7,7,1,6,1,1988,1,1,3,0,,54.28,
425,2017-12-16T03:12:59Z,2017-12-16T03:17:58Z,11,4,2,3,6,6,6,6,5,6,2,2,2,1,1,1,7,2,1,7,7,7,3,3,2,3,3,3,3,4,3,3,3,6,6,6,7,7,1,0,0,1975,1,1,1,0,,,123.01
426,2017-12-16T03:30:37Z,2017-12-16T03:39:12Z,11,4,3,2,5,4,5,4,4,4,2,2,2,2,2,2,5,3,3,5,5,6,3,1,1,1,1,1,3,4,2,2,3,5,5,5,6,6,1,0,1,1964,1,1,1,0,,,299.57
427,2017-12-16T04:06:05Z,2017-12-16T04:17:44Z,11,3,3,3,6,6,6,6,2,6,2,2,2,2,2,2,4,4,4,5,5,5,2,3,3,3,3,3,4,4,4,4,3,3,4,4,6,6,1,1,1,1986,1,3,3,1,,189.84,
